transaction_id,timestamp,customer_id,customer_email_domain,customer_ip_country,billing_country,shipping_country,payment_method,card_type,transaction_amount,currency,item_category,item_name,item_quantity,item_unit_price,account_age_days,is_billing_shipping_mismatch,transaction_hour,device_type,browser,is_fraud
899edf76-664b-42b2-86fb-4890958e217c,2025-09-12 00:27:57,CUST-002508,gmail.com,IN,IN,IN,credit_card,amex,200.88,USD,electronics,USB-C Hub,6,33.48,61,0,0,tablet,other,0
25af8a25-9fbf-4f51-8584-03ddd98de089,2025-05-30 08:24:39,CUST-003870,outlook.com,AU,AU,AU,credit_card,amex,60.92,USD,gaming,Gaming Mouse,1,60.92,81,0,8,mobile,firefox,0
6a305eb9-6816-457d-965a-3d22cbca8c46,2025-12-12 20:40:57,CUST-003834,icloud.com,AU,AU,AU,credit_card,discover,23.73,USD,clothing,Cotton T-Shirt,1,23.73,85,0,20,mobile,other,0
882d0a35-e394-41fa-8f31-68904dcbef2b,2025-10-03 11:18:20,CUST-000859,gmail.com,BR,BR,BR,paypal,,32.36,USD,clothing,Leather Belt,1,32.36,12,0,11,tablet,other,0
4a16d2a4-2acd-47c1-9eab-3a2729c16cf5,2025-06-12 09:00:02,CUST-003122,icloud.com,AU,AU,AU,debit_card,discover,27.16,USD,gaming,RGB Mousepad,1,27.16,196,0,9,mobile,other,0
11d9570d-f07d-4ccf-8fa5-fe92b948161f,2026-01-25 10:25:42,CUST-001546,hotmail.com,JP,JP,JP,credit_card,amex,27.09,USD,electronics,Portable Charger,1,27.09,30,0,10,tablet,chrome,0
743b8ed9-ff40-4efe-8c6a-f081dfa95b2a,2025-10-21 09:44:54,CUST-003503,aol.com,JP,JP,JP,paypal,,46.08,USD,electronics,Laptop Stand,1,46.08,85,0,9,desktop,chrome,0
ba060223-9199-4c2b-8f78-2f18818cc0a2,2025-03-14 14:48:13,CUST-003271,aol.com,BR,IT,IT,debit_card,discover,37.29,USD,clothing,Leather Belt,1,37.29,237,0,14,mobile,edge,0
e01b4e42-7fd9-43af-a94d-be7915755543,2025-08-14 20:00:41,CUST-001388,protonmail.com,IN,IN,IN,credit_card,visa,269.52,USD,electronics,4K Webcam,3,89.84,77,0,20,mobile,safari,0
7d4820ca-7a31-4bf8-a0ee-d87cfcefb64f,2025-12-14 15:56:46,CUST-002798,outlook.com,IT,IT,NL,credit_card,discover,250.85,USD,electronics,Noise-Cancelling Headphones,1,250.85,134,1,15,desktop,safari,0
77111c5a-02a1-4efd-b85a-7258a4687c73,2025-08-13 09:48:58,CUST-000069,aol.com,JP,JP,JP,debit_card,mastercard,48.42,USD,sports,Fitness Tracker,1,48.42,18,0,9,desktop,firefox,0
653dd147-24fb-4bc4-85a5-04dbb1b721cc,2026-02-28 15:47:57,CUST-001083,aol.com,IN,IN,IN,paypal,,25.43,USD,sports,Foam Roller,1,25.43,29,0,15,mobile,edge,0
67e662b8-2eac-4987-b525-0e28bc243961,2025-05-03 18:19:02,CUST-003460,gmail.com,IN,ES,ES,paypal,,29.56,USD,electronics,Portable Charger,1,29.56,72,0,18,desktop,edge,0
60b507ff-fb4b-4f6e-b307-5ca43f005695,2025-08-02 17:32:50,CUST-000293,aol.com,DE,DE,DE,credit_card,mastercard,58.86,USD,home,Kitchen Scale,3,19.62,287,0,17,tablet,chrome,0
21aefa66-74d3-444c-9248-e5b678c33a61,2026-02-07 21:24:12,CUST-001324,yahoo.com,US,US,US,gift_card,,21.39,USD,electronics,Smartphone Case,1,21.39,95,0,21,desktop,edge,0
b98733a7-9817-4731-b659-a14db0bb421d,2025-12-07 20:36:24,CUST-002463,aol.com,NL,NL,NL,credit_card,amex,130.09,USD,gaming,Streaming Microphone,1,130.09,283,0,20,mobile,firefox,0
46982592-2b91-4a39-b047-52833482b9e2,2026-02-26 05:31:29,CUST-001435,aol.com,BR,BR,BR,credit_card,amex,46.46,USD,sports,Fitness Tracker,1,46.46,305,0,5,desktop,edge,0
fd5276d6-1ef4-45fd-902c-225dc4969155,2025-06-19 00:16:19,CUST-002786,protonmail.com,NL,NL,NL,paypal,,31.47,USD,clothing,Sunglasses,1,31.47,214,0,0,tablet,firefox,0
58977eec-3546-46e9-949d-3d66ca1fea12,2025-06-28 11:06:34,CUST-000295,yahoo.com,DE,DE,DE,credit_card,discover,19.9,USD,electronics,Smartphone Case,1,19.9,132,0,11,tablet,chrome,0
e5011dac-36ff-4b0b-add7-7d048c74c53d,2025-10-16 11:56:14,CUST-003434,mailinator.com,NL,FR,FR,crypto,,59.52,USD,home,Wall Art Print,2,29.76,0,0,11,mobile,firefox,1
85063b26-1a54-4062-85c9-38988cbc4817,2026-02-09 11:26:56,CUST-000557,hotmail.com,BR,BR,BR,gift_card,,25.56,USD,sports,Foam Roller,1,25.56,159,0,11,tablet,other,0
b74ca4e4-bf36-4cd1-99b8-29fa1379b542,2025-11-06 20:52:31,CUST-001086,aol.com,AU,AU,AU,debit_card,mastercard,48.04,USD,electronics,Laptop Stand,1,48.04,128,0,20,tablet,safari,0
a26c3557-c3d1-449c-9491-e40cb09b56c4,2025-05-10 22:37:22,CUST-003476,protonmail.com,BR,BR,BR,paypal,,54.61,USD,electronics,Wireless Earbuds,1,54.61,265,0,22,desktop,edge,0
f9163207-46a3-41fe-8f0f-1db343864612,2025-09-16 20:29:26,CUST-002284,gmail.com,US,FR,BR,debit_card,discover,58.25,USD,beauty,Hair Dryer,1,58.25,317,1,20,mobile,other,0
10fbf3db-bd80-4596-9cbe-e6139b4bace8,2025-10-14 19:22:12,CUST-001221,outlook.com,BR,BR,BR,credit_card,mastercard,19.45,USD,beauty,Moisturizer,1,19.45,7,0,19,desktop,chrome,0
dfa03a5e-e1d1-457b-bb85-de22a80cfd9b,2026-01-24 09:45:02,CUST-002339,protonmail.com,US,US,US,credit_card,amex,66.38,USD,clothing,Denim Jacket,1,66.38,127,0,9,mobile,safari,0
f8f55b40-bb8f-4f71-84e8-7890e3594f9d,2025-08-23 14:15:33,CUST-003927,protonmail.com,ES,ES,ES,credit_card,mastercard,85.83,USD,electronics,Bluetooth Speaker,1,85.83,90,0,14,desktop,edge,0
ffd9ced7-2e29-4f86-9b8f-cbd96e4d6e5f,2025-10-07 11:02:40,CUST-002800,protonmail.com,US,US,US,paypal,,40.68,USD,beauty,Moisturizer,2,20.34,122,0,11,tablet,chrome,0
f18e3aa0-d33d-4f97-aa8a-eb7c0e79e93d,2025-04-05 07:03:47,CUST-001006,icloud.com,ES,ES,ES,paypal,,91.79,USD,clothing,Running Shoes,1,91.79,12,0,7,tablet,other,0
c3659a62-d4ab-44b9-ba59-9d4d92472807,2025-12-16 19:37:47,CUST-001635,gmail.com,UK,UK,UK,credit_card,amex,282.88,USD,gaming,Capture Card,2,141.44,112,0,19,mobile,safari,0
e2adb846-c7d0-453f-a269-31d1336efbc2,2025-09-22 18:27:04,CUST-001278,hotmail.com,BR,BR,BR,debit_card,discover,24.92,USD,sports,Foam Roller,1,24.92,277,0,18,desktop,safari,0
a3dba66f-895f-4e71-be17-81e9a98bf184,2025-10-23 13:46:37,CUST-001686,protonmail.com,JP,JP,JP,gift_card,,40.63,USD,home,LED Desk Lamp,1,40.63,276,0,13,mobile,firefox,0
7f1b28c4-1f31-4ce4-bf60-e83b84d42143,2025-09-05 19:25:21,CUST-002460,gmail.com,IN,IN,IN,debit_card,mastercard,83.06,USD,electronics,Bluetooth Speaker,1,83.06,619,0,19,desktop,firefox,0
a6c48866-fbc0-463a-b6ee-13b8d391be34,2025-12-20 18:45:11,CUST-002034,outlook.com,US,US,US,paypal,,81.96,USD,electronics,Bluetooth Speaker,1,81.96,187,0,18,mobile,firefox,0
43af404a-b2b5-4bad-b6ff-9e7a9e4935c6,2025-05-19 20:04:16,CUST-000225,yahoo.com,UK,UK,UK,credit_card,amex,48.07,USD,sports,Fitness Tracker,1,48.07,39,0,20,desktop,firefox,0
00e34550-51cd-4892-85b8-7ec34357b3d9,2025-12-08 11:37:53,CUST-000370,protonmail.com,IT,IT,IT,credit_card,discover,26.81,USD,home,Ceramic Mug Set,1,26.81,31,0,11,desktop,chrome,0
d82e58d9-730d-40e5-a36b-216113a84e24,2025-06-05 19:20:38,CUST-001076,gmail.com,CA,IT,IT,credit_card,mastercard,36.01,USD,clothing,Leather Belt,1,36.01,131,0,19,mobile,chrome,0
1bf078f1-37bc-40bf-b7c5-25b72c28184d,2025-12-01 18:58:47,CUST-002794,aol.com,JP,JP,BR,debit_card,discover,18.37,USD,sports,Water Bottle,1,18.37,21,1,18,desktop,firefox,0
bb31fcc5-8d35-4a40-b281-ffa3722c20ba,2025-09-04 08:04:32,CUST-002762,yahoo.com,AU,AU,AU,debit_card,discover,100.68,USD,clothing,Hoodie,2,50.34,156,0,8,desktop,safari,0
762b75dd-6f49-4c8f-8a91-fe4b647e0328,2025-06-16 12:39:59,CUST-002160,outlook.com,ES,ES,ES,credit_card,amex,53.76,USD,clothing,Hoodie,1,53.76,99,0,12,tablet,chrome,0
44d8ad75-57fd-4018-8b02-0454800cff47,2025-12-21 14:33:19,CUST-002892,aol.com,IN,UK,AU,credit_card,amex,160.16,USD,beauty,Perfume 50ml,2,80.08,53,1,14,desktop,edge,0
10e5c8ef-f687-46e9-85b8-6b52d97ba97f,2025-10-22 14:22:48,CUST-002543,icloud.com,UK,DE,DE,gift_card,,40.25,USD,clothing,Yoga Pants,1,40.25,17,0,14,tablet,chrome,0
b0e56795-36ee-4c91-bfe8-252374f0e960,2025-12-06 16:57:45,CUST-003136,gmail.com,UK,DE,DE,credit_card,discover,47.58,USD,gaming,RGB Mousepad,2,23.79,279,0,16,tablet,other,0
8ca373c0-73a4-4857-8a9d-4f9ae499ff19,2025-05-28 17:19:58,CUST-000644,icloud.com,AU,AU,AU,debit_card,mastercard,53.38,USD,clothing,Cotton T-Shirt,2,26.69,565,0,17,tablet,chrome,0
c60c1fd3-b1ce-4310-8715-64978b8080ed,2025-05-28 14:04:32,CUST-001288,yahoo.com,FR,FR,FR,gift_card,,19.6,USD,home,Kitchen Scale,1,19.6,109,0,14,desktop,firefox,0
23658c00-057c-4f7c-b2b9-9bd02228b34c,2025-04-12 09:21:56,CUST-002627,yahoo.com,AU,US,US,credit_card,mastercard,26.53,USD,clothing,Cotton T-Shirt,1,26.53,86,0,9,mobile,chrome,0
7a95bb65-00c0-4cc8-a4a5-9fd63a5ac183,2025-10-17 13:28:34,CUST-000361,gmail.com,US,US,US,gift_card,,29.15,USD,clothing,Sunglasses,1,29.15,25,0,13,tablet,safari,0
61511932-a271-482e-b41b-0d0909a85088,2026-02-03 02:49:20,CUST-001310,protonmail.com,IT,IT,IT,paypal,,48.24,USD,home,Ceramic Mug Set,2,24.12,29,0,2,mobile,chrome,0
4d95d523-7ac2-478c-9b84-f81653d37043,2025-12-11 15:47:11,CUST-002448,yahoo.com,NL,JP,JP,credit_card,mastercard,24.58,USD,clothing,Cotton T-Shirt,1,24.58,25,0,15,tablet,chrome,0
462f53d4-4d4d-4a49-bed3-aa615b75f5c6,2026-01-11 11:58:46,CUST-003292,hotmail.com,IT,UK,UK,credit_card,discover,122.77,USD,gaming,Streaming Microphone,1,122.77,25,0,11,desktop,chrome,0
71a94dc9-8b37-4eee-8c03-5149635ff639,2026-02-23 09:46:33,CUST-002607,protonmail.com,FR,FR,FR,debit_card,discover,371.3,USD,electronics,Smart Watch,2,185.65,586,0,9,tablet,firefox,0
3635c592-679b-4319-a279-b649399c37af,2025-05-17 10:43:05,CUST-002593,outlook.com,ES,ES,ES,debit_card,discover,506.82,USD,electronics,Noise-Cancelling Headphones,2,253.41,96,0,10,mobile,firefox,0
04b9199c-189e-448d-867c-4df257d254e0,2025-03-16 10:33:12,CUST-002587,icloud.com,IT,IT,IT,credit_card,amex,70.95,USD,beauty,Perfume 50ml,1,70.95,35,0,10,tablet,safari,0
d5817066-6328-42d3-b71f-51e3f1250b25,2025-11-08 17:08:48,CUST-000544,hotmail.com,US,US,US,debit_card,visa,32.75,USD,sports,Yoga Mat,1,32.75,277,0,17,tablet,edge,0
dab5f363-c076-455a-a6df-0da118642efd,2025-07-15 17:35:21,CUST-002522,yahoo.com,FR,FR,FR,credit_card,visa,25.54,USD,beauty,Vitamin C Serum,1,25.54,522,0,17,desktop,safari,0
cd8eb09c-5fae-40bc-8bea-f07bdffe5146,2025-08-19 07:11:57,CUST-002938,outlook.com,ES,ES,ES,debit_card,mastercard,108.36,USD,clothing,Sunglasses,4,27.09,72,0,7,mobile,chrome,0
5b6f62ab-01b2-40ae-a148-888cc7ef2308,2025-07-26 22:35:01,CUST-000711,aol.com,CA,CA,CA,crypto,,106.92,USD,clothing,Hoodie,2,53.46,976,0,22,mobile,safari,0
875da9c7-335e-4d3c-8e00-9d1dc08cb629,2025-10-17 10:51:25,CUST-002837,guerrillamail.com,US,US,US,debit_card,visa,20.0,USD,home,Kitchen Scale,1,20.0,2,0,10,tablet,other,0
0051a448-3492-4426-994c-88057b2f9d49,2025-11-14 09:21:27,CUST-001607,guerrillamail.com,DE,DE,DE,credit_card,amex,49.3,USD,clothing,Hoodie,1,49.3,371,0,9,desktop,firefox,0
4feef13e-a30d-40db-ac77-fa3e31ebea39,2025-11-19 17:35:31,CUST-002175,icloud.com,BR,BR,BR,credit_card,discover,153.68,USD,beauty,Perfume 50ml,2,76.84,563,0,17,desktop,chrome,0
26b7086f-13e5-4328-b12f-d0c852f3189c,2025-06-14 00:24:42,CUST-003928,protonmail.com,CA,CA,CA,credit_card,visa,197.7,USD,gaming,Gaming Mouse,3,65.9,229,0,0,tablet,firefox,0
c3600797-38b6-4b9a-8e9a-3a46541c5f67,2025-12-10 18:24:00,CUST-003777,aol.com,NL,NL,NL,credit_card,visa,46.03,USD,home,LED Desk Lamp,1,46.03,35,0,18,desktop,other,0
d253a164-ba0c-4201-880e-5458ba6a8f5f,2025-03-09 19:13:21,CUST-000497,protonmail.com,IN,FR,FR,credit_card,amex,56.91,USD,home,Kitchen Scale,3,18.97,37,0,19,desktop,other,0
eab6a837-10a8-4290-bad5-0d9f0c961f16,2025-07-27 23:19:04,CUST-002414,gmail.com,FR,FR,FR,gift_card,,14.18,USD,home,Scented Candle,1,14.18,68,0,23,desktop,safari,0
2addb0cf-6d03-4a26-bf38-64506db6c0d4,2025-10-12 13:08:35,CUST-000981,gmail.com,IT,IT,IT,credit_card,visa,209.12,USD,clothing,Hoodie,4,52.28,29,0,13,desktop,edge,0
6c12d9fc-e877-4054-a844-8ad051ae2b07,2025-11-08 18:00:51,CUST-002280,icloud.com,IN,IN,IN,credit_card,discover,73.17,USD,home,Ceramic Mug Set,3,24.39,61,0,18,tablet,firefox,0
547735e3-7a59-4d60-8020-07ccf74c19d8,2025-12-29 09:57:10,CUST-001506,protonmail.com,IN,IN,IN,paypal,,50.24,USD,beauty,Vitamin C Serum,2,25.12,69,0,9,desktop,other,0
06bae0b3-1ff1-4c0e-9eb7-9ac9e4268b87,2025-03-01 10:48:48,CUST-000454,yahoo.com,DE,DE,DE,gift_card,,150.42,USD,gaming,Capture Card,1,150.42,336,0,10,mobile,other,0
798f1e57-9124-43f5-92d7-5bb7d155f76c,2025-07-31 13:43:53,CUST-001731,hotmail.com,ES,ES,ES,debit_card,discover,43.41,USD,electronics,Laptop Stand,1,43.41,138,0,13,tablet,firefox,0
bdbc3e07-b29b-4e04-816d-44d830f446c0,2025-11-01 00:17:46,CUST-001150,aol.com,NL,NL,NL,debit_card,mastercard,41.06,USD,sports,Water Bottle,2,20.53,181,0,0,desktop,edge,0
b9ae17a8-fd2c-45f4-abc6-ea6689d50656,2025-08-13 21:57:22,CUST-002801,outlook.com,NL,NL,IT,credit_card,discover,50.36,USD,home,Ceramic Mug Set,2,25.18,140,1,21,mobile,safari,0
46efb625-1f24-4bb3-8038-a526517d30ba,2025-04-14 11:43:04,CUST-002891,icloud.com,JP,JP,CA,credit_card,discover,48.22,USD,sports,Fitness Tracker,1,48.22,378,1,11,desktop,chrome,0
61304c69-5c48-4043-b737-741e659f66cc,2026-01-10 15:39:31,CUST-001739,yahoo.com,FR,FR,FR,paypal,,36.56,USD,sports,Water Bottle,2,18.28,91,0,15,mobile,edge,0
5862cf3c-3c1a-4260-867e-e0825e7a5657,2025-08-07 14:56:07,CUST-002505,icloud.com,NL,NL,US,paypal,,25.32,USD,clothing,Cotton T-Shirt,1,25.32,18,1,14,desktop,safari,0
22e3fd24-70e6-4589-aeee-e844b706a9c5,2025-11-14 21:52:11,CUST-000250,hotmail.com,DE,DE,DE,credit_card,amex,74.62,USD,beauty,Perfume 50ml,1,74.62,93,0,21,tablet,firefox,0
89767ccd-84b0-41d1-befb-62d375835690,2025-05-28 17:59:17,CUST-000593,outlook.com,IN,IN,IN,credit_card,mastercard,58.56,USD,home,Wall Art Print,2,29.28,317,0,17,tablet,chrome,0
16d53038-ae2a-4a11-9653-65f70895c982,2025-12-16 08:40:33,CUST-003139,protonmail.com,IT,IT,IT,paypal,,246.15,USD,beauty,Perfume 50ml,3,82.05,119,0,8,mobile,chrome,0
2ae502d7-e951-49ae-9233-abb8a3042d16,2025-06-13 15:12:58,CUST-001229,gmail.com,BR,AU,AU,crypto,,21.17,USD,sports,Water Bottle,1,21.17,57,0,15,tablet,edge,0
d0a6fd33-7336-45c2-99b7-67e48b62e82b,2025-09-21 12:47:31,CUST-000428,outlook.com,FR,FR,FR,credit_card,amex,15.25,USD,clothing,Winter Beanie,1,15.25,355,0,12,mobile,chrome,0
c61d447e-4664-451b-a8df-b3117777a91c,2026-01-09 04:56:27,CUST-001985,protonmail.com,JP,JP,JP,paypal,,31.83,USD,electronics,USB-C Hub,1,31.83,11,0,4,mobile,firefox,0
cb01f2fd-d8b3-4e65-955b-1ef84c1d1e07,2025-09-19 10:59:44,CUST-003493,icloud.com,NL,NL,NL,paypal,,15.62,USD,sports,Resistance Bands,1,15.62,112,0,10,mobile,edge,0
628f921c-b310-4491-aed9-92d5cf710e82,2025-10-14 14:47:40,CUST-003791,aol.com,IN,IN,IN,paypal,,32.27,USD,sports,Yoga Mat,1,32.27,199,0,14,mobile,safari,0
66cf02e4-c22b-4f59-9baf-bf4396921749,2026-01-27 20:53:42,CUST-000891,aol.com,US,US,US,credit_card,amex,192.72,USD,clothing,Denim Jacket,3,64.24,242,0,20,desktop,edge,0
9dbe1f40-1d0f-4e3a-9d12-9fbe49762a2a,2025-06-02 15:26:16,CUST-000892,outlook.com,JP,JP,JP,debit_card,amex,27.01,USD,clothing,Sunglasses,1,27.01,191,0,15,tablet,other,0
804ee409-c570-4c7f-895c-c0a89ec54d7f,2025-03-12 13:53:30,CUST-003401,protonmail.com,NL,NL,NL,paypal,,22.81,USD,sports,Foam Roller,1,22.81,108,0,13,mobile,safari,0
0b95863f-260e-44e1-b663-276d25e8f474,2025-09-06 12:04:09,CUST-002346,outlook.com,FR,FR,FR,paypal,,135.48,USD,clothing,Denim Jacket,2,67.74,377,0,12,tablet,chrome,0
58df843a-295e-4445-8087-6a8eb9c507aa,2025-10-06 13:58:17,CUST-002540,icloud.com,ES,ES,ES,crypto,,116.06,USD,gaming,Streaming Microphone,1,116.06,47,0,13,tablet,edge,0
a3000d1c-09a8-417b-8d4c-2cce7ad5efe5,2025-07-18 22:28:28,CUST-001780,aol.com,AU,AU,AU,gift_card,,48.61,USD,electronics,Wireless Earbuds,1,48.61,31,0,22,mobile,other,0
6afdde03-12f4-4ab3-b793-779dbf52f861,2025-07-13 23:41:50,CUST-002902,aol.com,FR,FR,FR,credit_card,discover,39.92,USD,home,Kitchen Scale,2,19.96,3,0,23,mobile,edge,0
08935a2e-7428-47be-a214-cf9a9aee9816,2025-12-14 16:11:09,CUST-002974,icloud.com,FR,FR,FR,credit_card,visa,49.04,USD,sports,Fitness Tracker,1,49.04,208,0,16,tablet,firefox,0
2bb60cf4-a19f-424c-9ead-935692a6151a,2025-07-31 17:55:07,CUST-001417,icloud.com,BR,BR,ES,credit_card,visa,18.48,USD,electronics,Smartphone Case,1,18.48,61,1,17,mobile,safari,0
a06f7271-ebf6-473e-84d6-fbbae3968f8e,2025-10-23 19:29:54,CUST-000937,icloud.com,FR,FR,FR,paypal,,19.04,USD,home,Kitchen Scale,1,19.04,166,0,19,tablet,edge,0
4e7607c1-2068-42e9-a4ea-9cc794395aa9,2025-05-08 20:11:22,CUST-003861,icloud.com,AU,AU,AU,debit_card,amex,41.17,USD,clothing,Yoga Pants,1,41.17,138,0,20,tablet,edge,0
0aa35e7e-3234-4d66-8041-8b41238cc5ab,2025-08-06 13:06:25,CUST-002188,protonmail.com,AU,AU,AU,debit_card,amex,66.32,USD,electronics,USB-C Hub,2,33.16,43,0,13,desktop,other,0
c0873963-5f65-49c8-9268-ab4d7e15696c,2025-09-04 09:23:22,CUST-002264,aol.com,ES,ES,ES,debit_card,amex,36.72,USD,clothing,Leather Belt,1,36.72,83,0,9,mobile,edge,0
64f0f315-5a40-49e4-a9ba-25978064cf64,2025-09-02 13:59:32,CUST-000401,hotmail.com,US,US,US,debit_card,amex,94.97,USD,clothing,Running Shoes,1,94.97,382,0,13,mobile,firefox,0
8bd928dd-99e6-4a32-9ce7-7108cb729e7c,2025-07-01 04:13:47,CUST-003015,protonmail.com,NL,BR,US,paypal,,82.8,USD,electronics,Portable Charger,3,27.6,20,1,4,mobile,other,1
e3016c65-81b4-447c-a3f0-78c7688e94ae,2025-10-14 15:40:45,CUST-000394,hotmail.com,ES,ES,ES,paypal,,87.58,USD,electronics,Bluetooth Speaker,1,87.58,299,0,15,desktop,other,0
5ec0d1c5-4394-4fbc-b44d-0c31f2d5845f,2025-08-26 22:45:20,CUST-002343,gmail.com,IN,IN,IN,credit_card,amex,26.06,USD,home,Ceramic Mug Set,1,26.06,11,0,22,mobile,chrome,0
09dbe1d7-2ad0-46ef-8cbd-3c48a3a26e7e,2025-05-02 11:29:01,CUST-000783,hotmail.com,UK,UK,UK,credit_card,visa,19.97,USD,beauty,Moisturizer,1,19.97,27,0,11,mobile,chrome,0
585d41d0-1d7e-493a-b33a-9cd6581549c7,2025-09-13 00:29:36,CUST-003239,icloud.com,US,US,US,paypal,,233.9,USD,electronics,Noise-Cancelling Headphones,1,233.9,73,0,0,tablet,safari,0
66018b35-b8b3-44f2-b941-a143f5bfe62f,2025-08-08 15:43:06,CUST-001630,yahoo.com,UK,UK,UK,credit_card,mastercard,210.82,USD,electronics,Smart Watch,1,210.82,37,0,15,tablet,edge,0
4f69488d-1dfc-4fe5-bf21-d11da3366ec9,2025-10-14 13:25:43,CUST-001024,yahoo.com,JP,JP,JP,paypal,,52.02,USD,clothing,Hoodie,1,52.02,131,0,13,tablet,edge,0
0655663e-c56d-4614-b4e2-396264bf2026,2025-03-24 16:31:03,CUST-001862,icloud.com,IN,IN,IN,gift_card,,37.83,USD,home,Throw Blanket,1,37.83,153,0,16,mobile,chrome,0
034ba783-4300-439a-9cc1-03bcd55ce5b2,2025-06-08 21:39:00,CUST-000305,gmail.com,NL,NL,NL,paypal,,69.88,USD,clothing,Denim Jacket,1,69.88,54,0,21,mobile,other,0
5f15dab1-f6f8-40c3-b5b4-03ad96087d93,2025-06-25 14:27:25,CUST-003486,yahoo.com,AU,AU,AU,paypal,,44.22,USD,home,LED Desk Lamp,1,44.22,231,0,14,desktop,safari,0
b2a1e887-c103-4f2f-a7a7-8e0e7a8c71e7,2025-11-22 14:01:12,CUST-002882,protonmail.com,US,ES,BR,debit_card,mastercard,116.02,USD,gaming,Controller,2,58.01,54,1,14,mobile,safari,1
caad33f2-46b6-4bbc-a31b-e2de079c854c,2025-12-13 20:52:09,CUST-001597,icloud.com,AU,CA,CA,debit_card,discover,80.91,USD,beauty,Vitamin C Serum,3,26.97,123,0,20,mobile,other,0
5cd77c06-0c32-4810-b802-4331bc6926dc,2025-07-14 11:45:49,CUST-003277,icloud.com,IN,IN,UK,paypal,,95.57,USD,clothing,Running Shoes,1,95.57,361,1,11,tablet,firefox,0
37833be9-07f9-442c-aa44-979bc50fb78b,2025-06-09 18:50:51,CUST-000681,protonmail.com,ES,ES,ES,debit_card,discover,97.61,USD,clothing,Running Shoes,1,97.61,60,0,18,tablet,edge,0
64c859a0-ffa0-400d-87e3-71ab30799ea7,2026-01-23 09:34:36,CUST-003302,guerrillamail.com,JP,NL,AU,paypal,,38.24,USD,clothing,Leather Belt,1,38.24,87,1,9,tablet,safari,0
2b929b81-d4ff-40e3-9552-eec4d5155ac5,2025-09-10 23:58:23,CUST-002868,outlook.com,ES,ES,ES,credit_card,visa,20.07,USD,electronics,Smartphone Case,1,20.07,160,0,23,tablet,other,0
11c7b834-a5fb-47ab-b988-1066976c0a39,2026-02-04 16:54:48,CUST-003708,gmail.com,DE,DE,DE,debit_card,visa,46.43,USD,clothing,Hoodie,1,46.43,130,0,16,desktop,other,0
4a956ed0-e9f1-43be-930c-96b695cabca4,2026-01-26 14:41:34,CUST-000411,yahoo.com,BR,BR,BR,credit_card,amex,20.14,USD,electronics,Smartphone Case,1,20.14,19,0,14,mobile,edge,0
181b717a-6ba7-4f84-afa6-66d85292d337,2025-04-11 16:16:24,CUST-002748,gmail.com,UK,UK,UK,credit_card,mastercard,14.46,USD,clothing,Winter Beanie,1,14.46,569,0,16,desktop,chrome,0
efc96fbc-928b-41e8-98cb-d88b59e222f2,2025-04-26 20:11:28,CUST-000693,hotmail.com,US,US,US,credit_card,discover,39.74,USD,clothing,Yoga Pants,1,39.74,121,0,20,mobile,chrome,0
207970a9-2ac3-42bb-92e3-97208f4fa9c9,2025-12-19 00:00:26,CUST-002710,hotmail.com,DE,UK,UK,paypal,,83.58,USD,home,Wall Art Print,3,27.86,32,0,0,tablet,safari,0
5cf9dece-86f4-4464-a701-e162bc5bc850,2025-03-02 19:30:26,CUST-002680,aol.com,UK,UK,UK,paypal,,19.99,USD,electronics,Smartphone Case,1,19.99,33,0,19,desktop,safari,0
9ff56542-fd90-4c19-b16a-a02d2cc29753,2025-12-05 10:33:54,CUST-002115,gmail.com,ES,ES,ES,credit_card,mastercard,12.28,USD,home,Scented Candle,1,12.28,531,0,10,tablet,firefox,0
dc32c884-ac15-40eb-8f1d-ed784574bb42,2025-09-15 07:54:19,CUST-002681,hotmail.com,FR,FR,FR,gift_card,,183.18,USD,clothing,Running Shoes,2,91.59,74,0,7,desktop,edge,0
a4687100-569e-441e-999a-9d81447e566b,2025-03-19 08:20:45,CUST-003712,yahoo.com,NL,NL,NL,paypal,,84.72,USD,clothing,Yoga Pants,2,42.36,150,0,8,tablet,chrome,0
bb444c99-ef8c-416a-830a-f55d0d31b11c,2025-12-15 14:46:45,CUST-003075,gmail.com,DE,DE,DE,debit_card,visa,74.25,USD,beauty,Perfume 50ml,1,74.25,198,0,14,desktop,chrome,0
7bc9304e-fd60-4970-ade0-14bc237c691c,2025-12-08 21:04:47,CUST-003537,icloud.com,UK,UK,CA,credit_card,discover,65.44,USD,electronics,Portable Charger,2,32.72,103,1,21,mobile,safari,0
b702af12-fefd-475a-983e-686ebc1559a3,2025-05-29 12:07:21,CUST-003778,icloud.com,DE,DE,DE,credit_card,mastercard,27.25,USD,home,Ceramic Mug Set,1,27.25,116,0,12,mobile,chrome,0
4661b9cd-f8d2-40a6-b4c5-3bd5a954e97b,2025-05-11 18:11:07,CUST-001735,aol.com,US,US,US,credit_card,amex,125.3,USD,home,Ceramic Mug Set,5,25.06,208,0,18,desktop,other,0
165f4e59-422f-4883-a005-e1921b90f1d5,2025-06-27 20:12:49,CUST-001508,aol.com,IN,IN,IN,debit_card,visa,29.44,USD,sports,Yoga Mat,1,29.44,23,0,20,mobile,firefox,0
